transect_id,along_baseline_m,transect_center_x_utm,transect_center_y_utm,transect_center_longitude,transect_center_latitude,1952,1990,1995,2000,2005,2010,2015,2020,2025
20,10000,223689.14504247587,2380531.3902210193,90.33295600682023,21.506206827542783,,,,,,,,,
21,10500,223689.14504247587,2381031.3902210193,90.33287364565724,21.51071946135356,,,,,,,,,
22,11000,223689.14504247587,2381531.3902210193,90.33279126294924,21.515232092426473,,,,,,,,,
23,11500,223689.14504247587,2382031.3902210193,90.3327088586932,21.519744720761043,,,,,,,,,
24,12000,223689.14504247587,2382531.3902210193,90.3326264328861,21.524257346356766,,,,,,,,,
25,12500,223689.14504247587,2383031.3902210193,90.33254398552498,21.528769969213126,,,,,,,,,
26,13000,223689.14504247587,2383531.3902210193,90.33246151660683,21.533282589329655,,,,,,,,,
27,13500,223689.14504247587,2384031.3902210193,90.33237902612863,21.537795206705848,,,,,,,,,
28,14000,223689.14504247587,2384531.3902210193,90.33229651408739,21.542307821341193,,,,,,,,,
29,14500,223689.14504247587,2385031.3902210193,90.33221398048012,21.546820433235208,,,,,,,,,
30,15000,223689.14504247587,2385531.3902210193,90.33213142530379,21.55133304238739,,,,,,,,,
31,15500,223689.14504247587,2386031.3902210193,90.33204884855539,21.555845648797245,,,,,,,,,
32,16000,223689.14504247587,2386531.3902210193,90.33196625023194,21.560358252464273,,,,,,,,,
33,16500,223689.14504247587,2387031.3902210193,90.33188363033041,21.56487085338798,,,,,,,,,
34,17000,223689.14504247587,2387531.3902210193,90.3318009888478,21.569383451567866,,,,,,,,,
35,17500,223689.14504247587,2388031.3902210193,90.33171832578111,21.573896047003444,,,,,,,,,
36,18000,223689.14504247587,2388531.3902210193,90.33163564112732,21.578408639694203,,,,,,,,,
