transect_id,year,x_utm,y_utm,longitude,latitude,distance_from_baseline_m
95,1952,221901.5008677938,2418031.3902210193,90.30943813269725,21.844365535292518,1787.6441746820637
96,1952,221184.31710966807,2418531.3902210193,90.30242059664714,21.84876455155507,2504.8279328077915
97,1952,221023.28519791167,2419031.3902210193,90.30077909409344,21.853251390204584,2665.8598445641983
98,1952,224170.49033343457,2419531.3902210193,90.33112045974195,21.85825946361703,481.34529095870676
99,1952,222522.45487080712,2420031.3902210193,90.31510325211804,21.862512941423674,1166.6901716687426
101,1952,223452.3425945581,2421031.3902210193,90.32392512117052,21.871684057284313,236.80244791775476
102,1952,222639.62293529592,2421531.3902210193,90.31598279432444,21.876068530145933,1049.522107179946
103,1952,222013.99632924647,2422031.3902210193,90.30984904049956,21.88048214399715,1675.1487132293987
104,1952,221873.89424515972,2422531.3902210193,90.30840966214075,21.8849723381765,1815.250797316141
105,1952,222099.36087231463,2423031.3902210193,90.31050513767525,21.889520325286767,1589.7841701612342
106,1952,222338.3136325195,2423531.3902210193,90.31273114478155,21.894070427200177,1350.8314099563577
107,1952,222335.70494436697,2424031.3902210193,90.31262128242291,21.898582363302587,1353.4400981088984
108,1952,222647.51598153982,2424531.3902210193,90.3155520599009,21.90314395535038,1041.629060936044
109,1952,222842.71625119518,2425031.3902210193,90.31735526440937,21.907687117483967,846.4287912806903
110,1952,223204.11450570496,2425531.3902210193,90.3207659324112,21.91225647064454,485.03053677090793
111,1952,227295.03264689204,2426031.3902210193,90.36024828653451,21.917408984306647,3605.8876044161734
112,1952,223622.8176391894,2426531.3902210193,90.32464669223346,21.921347173901175,66.32740328647196
113,1952,223797.2345821199,2427031.3902210193,90.3262493362104,21.92588700895157,108.08953964404645
114,1952,220148.1225684642,2427531.3902210193,90.2908689815548,21.929821198129897,3541.0224740116682
115,1952,221485.1045380927,2428031.3902210193,90.30371572386481,21.934546212361038,2204.040504383156
116,1952,227817.97332825282,2428531.3902210193,90.36489059541076,21.940052745574615,4128.828285776952
117,1952,225066.50706307794,2429031.3902210193,90.33819028684131,21.94413599142441,1377.3620206020714
118,1952,222024.16774258378,2429531.3902210193,90.30867511197847,21.948168638926596,1664.9772998920816
119,1952,218728.61937133703,2430031.3902210193,90.27670939699625,21.95215518930676,4960.525671138836
120,1952,228624.5689210548,2430531.3902210193,90.37236142390982,21.95822789881908,4935.423878578935
121,1952,225079.82476221057,2431031.3902210193,90.3379828211615,21.962187724596323,1390.6797197347041
122,1952,219030.96639651034,2431531.3902210193,90.27937637325626,21.965740250989555,4658.178645965527
123,1952,222216.90704689984,2432031.3902210193,90.31011472188116,21.970760713817405,1472.2379955760262
124,1952,225449.33489699312,2432531.3902210193,90.34130568655584,21.97578291730064,1760.189854517259
125,1952,225877.38707250587,2433031.3902210193,90.34536350988938,21.980362419662903,2188.24203003
126,1952,222322.37465087953,2433531.3902210193,90.31088004320337,21.984314333630483,1366.7703915963357
127,1952,224235.6507956332,2434031.3902210193,90.3293089138546,21.989129248566258,546.5057531573402
128,1952,227001.94814136473,2434531.3902210193,90.3559940748716,21.99407556258948,3312.803098888864
129,1952,221861.4085534358,2435031.3902210193,90.30616393622964,21.997777945133777,1827.7364890400786
130,1952,218892.3282340973,2435531.3902210193,90.27734617725586,22.001815362591497,4796.816808378557
