transect_id,year,x_utm,y_utm,longitude,latitude,distance_from_baseline_m
82,1995,228378.49998825954,2411531.3902210193,90.37312269696689,21.78671182279745,4689.354945783678
83,1995,228526.45227515584,2412031.3902210193,90.37447017015968,21.791247188924565,4837.307232679974
92,1995,227878.25414424433,2416531.3902210193,90.3674633100842,21.831760858363076,4189.109101768467
93,1995,227078.31506615915,2417031.3902210193,90.35964796768576,21.836149786078288,3389.170023683284
94,1995,220145.01174826236,2417531.3902210193,90.29254381588144,21.83957517613815,3544.133294213505
95,1995,220293.20383972928,2418031.3902210193,90.29389128891545,21.84411100543545,3395.941202746588
96,1995,226435.0160769696,2418531.3902210193,90.35318009753658,21.849587663199284,2745.871034493728
97,1995,222290.06130316056,2419031.3902210193,90.3130254042623,21.85345156110942,1399.0837393153051
98,1995,227957.45558059108,2419531.3902210193,90.36773280511166,21.85884855559142,4268.310538115213
99,1995,228356.24459354428,2420031.3902210193,90.37150572928677,21.8634227017079,4667.099551068415
100,1995,221926.0348455575,2420531.3902210193,90.30925248012534,21.86693119921021,1763.1101969183655
101,1995,227955.26725413188,2421031.3902210193,90.36746331035107,21.872385918250814,4266.122211656009
102,1995,228354.02549146177,2421531.3902210193,90.37123623467211,21.87696009369558,4664.880448985903
103,1995,226132.95900953372,2422031.3902210193,90.34967666784877,21.881128253907782,2443.813967057853
104,1995,228343.2677069174,2422531.3902210193,90.37096674019918,21.885983574304788,4654.122664441529
105,1995,222638.6912221935,2423031.3902210193,90.31572035034007,21.889605485327436,1050.4538202823605
106,1995,222563.82534332934,2423531.3902210193,90.31491186635424,21.894106032998717,1125.319699146523
107,1995,218866.07224209543,2424031.3902210193,90.27906908649899,21.8980307826146,4823.07280038044
108,1995,223138.65662324714,2424531.3902210193,90.32030175804597,21.903221413075173,550.4884192287282
109,1995,223398.18148606736,2425031.3902210193,90.32272720939761,21.907774668056284,290.9635564085038
110,1995,227419.40805015838,2425531.3902210193,90.36153442978568,21.912915780139137,3730.2630076825153
111,1995,219542.43750689263,2426031.3902210193,90.28526746200924,21.916187804839232,4146.707535583235
112,1995,219885.65895992826,2426531.3902210193,90.28850139698923,21.92075483632534,3803.486082547606
113,1995,220173.13345946715,2427031.3902210193,90.29119634264106,21.925312935953382,3516.011583008716
114,1995,228233.91119415397,2427531.3902210193,90.36908027797622,21.931092181472273,4544.766151678108
115,1995,220803.75563805574,2428031.3902210193,90.29712522374105,21.934437909474305,2885.3894044201297
116,1995,220951.87636927995,2428531.3902210193,90.29847269665505,21.93897374957566,2737.268673195911
117,1995,221099.9898334698,2429031.3902210193,90.29982016933229,21.943509583940994,2589.1552090060723
118,1995,221192.3788269839,2429531.3902210193,90.30062865338321,21.948036552492095,2496.7662154919526
119,1995,221312.62187708777,2430031.3902210193,90.30170663133956,21.952567949127413,2376.523165388091
120,1995,221349.28912914885,2430531.3902210193,90.3019761270718,21.957086055402723,2339.8559133270173
121,1995,221441.66811508592,2431031.3902210193,90.30278461061157,21.961613019847075,2247.4769273899437
122,1995,221534.04350700008,2431531.3902210193,90.30359309441783,21.966139982722257,2155.1015354757837
123,1995,221598.56107446717,2432031.3902210193,90.30413208318006,21.970662515886723,2090.583968008694
124,1995,221579.51700917527,2432531.3902210193,90.30386258835114,21.975171761696867,2109.6280333006
125,1995,226991.56313804365,2433031.3902210193,90.35614453814397,21.98053656743315,3302.4180955677875
126,1995,222126.32008264132,2433531.3902210193,90.30898298552167,21.98428321292354,1562.8249598345428
127,1995,220909.6894245553,2434031.3902210193,90.29712522374105,21.988601842870064,2779.455617920554
128,1995,222505.9634487264,2434531.3902210193,90.3124864150948,21.993368049944923,1183.1815937494684
129,1995,226441.34457404565,2435031.3902210193,90.35048515127455,21.99850040455347,2752.199531569786
130,1995,226282.93173568053,2435531.3902210193,90.34886818410153,22.00298804007201,2593.78669320466
131,1995,225372.6866918814,2436031.3902210193,90.33997486336877,22.007357681000798,1683.5416494055244
132,1995,227887.44078843232,2436531.3902210193,90.36422937499621,22.01226347044284,4198.2957459564495
133,1995,227116.4400959094,2437031.3902210193,90.3566835270566,22.016655685943192,3427.2950534335396
134,1995,223588.96461667542,2437531.3902210193,90.32245771472849,22.020613478121238,100.1804258004413
135,1995,223848.32042453715,2438031.3902210193,90.32488316583192,22.025166824525336,159.17538206127938
136,1995,223996.29308848197,2438531.3902210193,90.326230638953,22.02970254407369,307.1480460060993
137,1995,227568.67400424526,2439031.3902210193,90.36072594545254,22.034776083560374,3879.5289617693925
138,1995,219308.69202303042,2439531.3902210193,90.28068605401708,22.03797955253626,4380.453019445442
139,1995,219512.4883842962,2440031.3902210193,90.28257251616556,22.042524474323155,4176.65665817968
140,1995,219187.31839956754,2440531.3902210193,90.27933858095584,22.046984315219866,4501.8266429083305
141,1995,219585.98255254704,2441031.3902210193,90.28311150489915,22.05156059781716,4103.162489928829
142,1995,220151.6494244849,2441531.3902210193,90.28850139732799,22.056163626642267,3537.495617990964
143,1995,220077.0317202309,2442031.3902210193,90.2876929132352,22.06066381553413,3612.113322244957
144,1995,220141.60141897007,2442531.3902210193,90.28823190281365,22.065186348206275,3547.5436235058005
145,1995,227804.90433688718,2443031.3902210193,90.36234291300217,22.070912508834784,4115.759294411313
146,1995,221690.27310469004,2443531.3902210193,90.30305410459371,22.07445877110994,1998.8719377858215
147,1995,222311.449983399,2444031.3902210193,90.30898298546798,22.079070134778775,1377.6950590768538
161,1995,228611.2597625509,2451031.3902210193,90.36881078319581,22.14323735543787,4922.114720075042
162,1995,227423.74004958168,2451531.3902210193,90.35722251591011,22.147563685765224,3734.595007105818
163,1995,226792.63879920577,2452031.3902210193,90.35102414076357,22.151976811708966,3103.4937567299057
164,1995,226439.74465650314,2452531.3902210193,90.34752071116257,22.156433551137006,2750.5996140272764
165,1995,226281.58592931973,2453031.3902210193,90.34590374366319,22.160920932428372,2592.4408868438622
166,1995,225900.91818029963,2453531.3902210193,90.3421308190839,22.16537312983623,2211.773137823766
167,1995,225770.60475082588,2454031.3902210193,90.34078334652654,22.169864830722318,2081.459708350012
168,1995,226335.63589919492,2454531.3902210193,90.34617323823062,22.17446643035069,2646.490856719058
169,1995,226928.4426753256,2455031.3902210193,90.35183262438137,22.179072260655566,3239.297632849746
170,1995,227437.77717567832,2455531.3902210193,90.35668352747251,22.18366479833677,3748.6321332024527
171,1995,227529.92493934973,2456031.3902210193,90.35749201088161,22.18819164654142,3840.7798968738643
172,1995,226398.44799598347,2456531.3902210193,90.34644273285215,22.192525608188,2709.3029535076057
173,1995,226629.67234786565,2457031.3902210193,90.34859868934842,22.197074439852017,2940.5273053897836
188,1995,218811.29825944957,2464531.3902210193,90.27152323850835,22.26350261153741,4877.846783026296
189,1995,218709.14074624443,2465031.3902210193,90.27044525988816,22.267997950235348,4980.004296231433
190,1995,218801.5620545495,2465531.3902210193,90.27125374543452,22.272525002644002,4887.5829879263765
191,1995,218838.38994700945,2466031.3902210193,90.27152323973208,22.277042991566844,4850.755095466418
202,1995,219187.9234903292,2471531.3902210193,90.27394868938754,22.32673173796918,4501.221552146657
203,1995,219280.32045881482,2472031.3902210193,90.27475717290972,22.331258785235264,4408.824583661044
204,1995,219650.5440048444,2472531.3902210193,90.2782606031784,22.33583114874012,4038.6010376314516
205,1995,219715.14237220568,2473031.3902210193,90.27879959224593,22.340353657308107,3974.002670270187
206,1995,219807.5199709978,2473531.3902210193,90.27960807535389,22.344880693974027,3881.6250714780763
207,1995,220177.69603680246,2474031.3902210193,90.28311150530894,22.34945298771522,3511.4490056734066
208,1995,227575.7568432782,2474531.3902210193,90.3547970650362,22.355154044505323,3886.6118008023477
209,1995,219056.8247584441,2475031.3902210193,90.2720622273948,22.358293992928118,4632.320284031768
210,1995,227287.80033802288,2475531.3902210193,90.35183262452142,22.364132830507472,3598.6552955470106
211,1995,219686.04308257918,2476031.3902210193,90.27799110781011,22.367420715621417,4003.1019598966814
212,1995,220250.6055893147,2476531.3902210193,90.28338100024624,22.372024775462513,3438.539453161153
213,1995,220398.51044550745,2477031.3902210193,90.28472847244838,22.376560854303587,3290.634596968419
214,1995,218713.31997998603,2477531.3902210193,90.26828930347818,22.380797383669545,4975.825062489836
215,1995,218833.49817808994,2478031.3902210193,90.2693672815149,22.385328999222697,4855.646864385926
216,1995,222258.5417045018,2478531.3902210193,90.30251511548444,22.390399023928033,1430.6033379740547
217,1995,222489.6814268236,2479031.3902210193,90.30467107191707,22.394948487143996,1199.463615652261
218,1995,223026.2743134344,2479531.3902210193,90.30979146900441,22.399547315550585,662.8707290414604
219,1995,223590.6009055515,2480031.3902210193,90.31518136092477,22.404150485708012,98.54413692437811
220,1995,219434.3060965856,2480531.3902210193,90.27475717314134,22.40798702648306,4254.838945890253
221,1995,218915.78917276792,2481031.3902210193,90.26963677562384,22.412413949021754,4773.3558697079425
222,1995,219341.38711695024,2481531.3902210193,90.27367919481432,22.41699564446965,4347.757925525628
223,1995,219794.72416480814,2482031.3902210193,90.27799110781035,22.42158180222678,3894.420877667726
224,1995,220359.09225553976,2482531.3902210193,90.2833809998703,22.426186010982924,3330.0527869361104
225,1995,220784.60374321722,2483031.3902210193,90.28742341865718,22.430767425387202,2904.54129925865
226,1995,221210.08838687424,2483531.3902210193,90.29146583708477,22.435348758051273,2479.0566556016274
227,1995,222718.25568672808,2484031.3902210193,90.30601854508687,22.440105840271972,970.8893557477859
228,1995,222005.455504977,2484531.3902210193,90.29901168587381,22.444502154615048,1683.6895374988671
229,1995,222153.2621551367,2485031.3902210193,90.30035915875592,22.449038170416063,1535.8828873391612
230,1995,222134.50684090485,2485531.3902210193,90.30008966378621,22.453547117679687,1554.6382015710115
231,1995,222115.75517137375,2486031.3902210193,90.29982017015737,22.458056061130865,1573.3898711021175
232,1995,225594.37300138635,2486531.3902210193,90.33350699272272,22.4631301990102,1905.2279589104874
233,1995,222300.31341553442,2487031.3902210193,90.30143713834568,22.467110044019762,1388.83162694145
234,1995,227915.78206824514,2487531.3902210193,90.35587504371433,22.472525798946926,4226.637025769276
235,1995,222401.59288143023,2488031.3902210193,90.3022456209491,22.47615048677365,1287.5521610456344
236,1995,222604.87607884512,2488531.3902210193,90.30413208292785,22.480695514642875,1084.2689636307477
237,1995,228525.0454790628,2489031.3902210193,90.36153442977049,22.486159367058047,4835.900436586933
238,1995,227756.84729101017,2489531.3902210193,90.35398858086357,22.490549182865312,4067.702248534304
239,1995,227737.93786929687,2490031.3902210193,90.35371908645641,22.495058335778218,4048.792826821009
240,1995,227746.78063588182,2490531.3902210193,90.35371908661169,22.499571914196796,4057.635593405954
241,1995,227505.89450555693,2491031.3902210193,90.35129363556446,22.50404560409702,3816.749463081069
242,1995,227625.7364976598,2491531.3902210193,90.35237161326657,22.508576906905706,3936.5914551839232
243,1995,228522.45872922012,2492031.3902210193,90.36099544041808,22.51323211541575,4833.313686744252
245,1995,228012.97306206857,2493031.3902210193,90.35587504329527,22.522175222743222,4323.828019592707
246,1995,226884.33954267253,2493531.3902210193,90.34482576538397,22.5265067987026,3195.194500196667
247,1995,227004.19429497267,2494031.3902210193,90.34590374370225,22.531038132127485,3315.0492524967995
248,1995,227318.23494666806,2494531.3902210193,90.34886818372567,22.535600572617312,3629.089904192195
249,1995,227659.99730489377,2495031.3902210193,90.35210211884369,22.540167410117697,3970.8522624179022
250,1995,226392.82679834633,2495531.3902210193,90.33970536818521,22.544476302779017,2703.6817558704643
251,1995,226013.38602532566,2496031.3902210193,90.33593244404804,22.54892733522296,2324.240982849791
252,1995,226271.9534053795,2496531.3902210193,90.33835789510269,22.553481030978265,2582.8083629036264
253,1995,226558.2430307008,2497031.3902210193,90.34105284110528,22.55803916035252,2869.0979882249376
254,1995,226816.77921370405,2497531.3902210193,90.3434782922183,22.562592800705374,3127.6341712281865
255,1995,227186.24178329055,2498031.3902210193,90.34698172173306,22.56716422200039,3497.0967408146826
